age,ova,pot,growth,total_stats,base_stats,composure,stamina,strength,power,reactions
36.0,72,-0.08405798541140677,8.31319751992914,7.56164174558878,5.978885764901122,83.0,3.8918202981106265,4.30406509320417,5.823045895483019,4.31748811353631
34.0,68,-0.7847953563183634,8.31319751992914,7.463936604468925,5.860786223465865,70.0,4.007333185232471,3.4965075614664802,5.736572297479192,4.248495242049359
37.0,71,-0.25924232813814596,8.31319751992914,7.470224135899966,5.918893854273146,71.0,4.174387269895637,4.382026634673881,5.855071922202427,4.248495242049359
37.0,66,-1.1351640417718418,8.31319751992914,7.288244401020124,5.69035945432406,68.0,3.367295829986474,4.31748811353631,5.438079308923196,4.143134726391533
38.0,79,1.1422324136757673,8.31319751992914,7.440146680662688,5.855071922202427,79.0,3.4657359027997265,4.31748811353631,5.594711379601839,4.2626798770413155
34.0,80,1.3174167564025066,8.31319751992914,7.687538766201629,6.102558594613569,61.0,4.219507705176107,4.418840607796598,6.008813185442595,4.406719247264253
39.0,75,0.44149504276881074,8.31319751992914,7.149916836132109,6.013715156042802,61.0,3.4965075614664802,4.1588830833596715,5.384495062789089,4.189654742026425
33.0,74,0.2663107000420716,8.31319751992914,7.523481312573497,5.921578419643816,61.0,3.871201010907891,3.8066624897703196,5.736572297479192,4.343805421853684
34.0,63,-1.6607170699520593,8.31319751992914,7.437206366871292,5.855071922202427,61.0,3.9318256327243257,4.189654742026425,5.676753802268282,3.784189633918261
34.0,78,0.9670480709490282,8.31319751992914,7.527255919373784,5.976350909297934,61.0,4.248495242049359,4.406719247264253,5.805134968916488,4.31748811353631
35.0,71,-0.25924232813814596,8.31319751992914,7.6004023345004,6.0014148779611505,61.0,3.9512437185814275,4.189654742026425,5.793013608384144,4.30406509320417
31.0,63,-1.6607170699520593,8.31319751992914,7.4342573821331355,5.910796644040527,61.0,4.174387269895637,4.189654742026425,5.7745515455444085,4.04305126783455
32.0,74,0.2663107000420716,8.31319751992914,7.467942332285852,5.872117789475416,61.0,3.5263605246161616,4.04305126783455,5.666426688112432,4.31748811353631
32.0,71,-0.25924232813814596,8.31319751992914,7.479299637782834,5.940171252720432,61.0,4.1588830833596715,4.30406509320417,5.857933154483459,4.248495242049359
34.0,77,0.791863728222289,8.31319751992914,7.353081920515432,5.752572638825633,61.0,4.127134385045092,4.382026634673881,5.641907070938114,4.2626798770413155
38.0,78,0.9670480709490282,8.31319751992914,7.611842399580417,5.996452088619021,88.0,4.007333185232471,4.290459441148391,5.8916442118257715,4.382026634673881
38.0,79,1.1422324136757673,8.31319751992914,7.170119543449628,6.063785208687608,70.0,3.713572066704308,4.248495242049359,5.5053315359323625,4.30406509320417
39.0,64,-1.48553272722532,8.31319751992914,7.515889085215125,5.929589143389895,61.0,3.9318256327243257,4.174387269895637,5.765191102784844,4.394449154672439
36.0,71,-0.25924232813814596,8.31319751992914,7.442492722794441,5.834810737062605,61.0,3.4965075614664802,4.276666119016055,5.6937321388027,4.330733340286331
34.0,77,0.791863728222289,8.31319751992914,7.532088143541722,5.966146739123692,61.0,4.23410650459726,4.343805421853684,5.945420608606575,4.330733340286331
34.0,72,-0.08405798541140677,8.31319751992914,7.434847875211999,5.8522024797744745,73.0,3.9889840465642745,4.30406509320417,5.817111159963204,4.2626798770413155
35.0,74,0.2663107000420716,8.31319751992914,7.447751280047908,5.831882477283517,61.0,3.784189633918261,4.382026634673881,5.793013608384144,4.343805421853684
38.0,70,-0.4344266708648851,8.31319751992914,7.513709247839705,5.905361848054571,81.0,3.4657359027997265,4.290459441148391,5.755742213586912,4.204692619390966
33.0,78,0.9670480709490282,8.31319751992914,7.590346945602565,6.008813185442595,61.0,3.4965075614664802,4.31748811353631,5.82600010738045,4.406719247264253
33.0,76,0.6166793854955499,8.31319751992914,7.422373700986824,5.8522024797744745,61.0,3.9318256327243257,4.356708826689592,5.700443573390687,4.290459441148391
35.0,75,0.44149504276881074,8.31319751992914,7.3901814282264295,5.8664680569332965,61.0,3.4965075614664802,4.356708826689592,5.5053315359323625,4.290459441148391
35.0,76,0.6166793854955499,8.31319751992914,7.411556287811163,5.780743515792329,61.0,3.4011973816621555,4.23410650459726,5.720311776607412,4.31748811353631
33.0,76,0.6166793854955499,8.31319751992914,7.424165281042028,5.820082930352362,84.0,3.5263605246161616,4.0943445622221,5.6131281063880705,4.30406509320417
35.0,73,0.09112635731533239,8.31319751992914,7.534762657037537,5.958424693029782,75.0,3.828641396489095,4.04305126783455,5.755742213586912,4.219507705176107
38.0,77,0.791863728222289,8.31319751992914,7.462214939768189,5.855071922202427,86.0,3.6375861597263857,4.060443010546419,5.5909869805108565,4.290459441148391
34.0,78,0.9670480709490282,8.31319751992914,7.53689712956617,5.942799375126701,85.0,3.9512437185814275,4.204692619390966,5.786897381366708,4.3694478524670215
34.0,65,-1.310348384498581,8.31319751992914,7.4133673356952405,5.849324779946859,61.0,4.007333185232471,3.828641396489095,5.717027701406222,4.276666119016055
35.0,74,0.2663107000420716,8.31319751992914,7.486613313139955,5.860786223465865,61.0,3.9318256327243257,4.290459441148391,5.683579767338681,4.276666119016055
36.0,79,1.1422324136757673,8.31319751992914,7.590346945602565,6.016157159698354,84.0,4.219507705176107,4.02535169073515,5.802118375377063,4.343805421853684
35.0,72,-0.08405798541140677,8.31319751992914,7.585281078639126,5.991464547107982,83.0,4.0943445622221,4.219507705176107,5.8377304471659395,4.248495242049359
35.0,64,-1.48553272722532,8.31319751992914,7.352441100243583,5.796057750765372,61.0,3.4965075614664802,4.276666119016055,5.5053315359323625,4.1588830833596715
36.0,65,-1.310348384498581,8.31319751992914,7.470793774195062,5.872117789475416,61.0,4.0943445622221,4.174387269895637,5.739792912179234,4.189654742026425
39.0,67,-0.9599796990451026,8.31319751992914,7.462789157412448,5.8888779583328805,61.0,3.5263605246161616,4.31748811353631,5.564520407322694,4.356708826689592
36.0,80,1.3174167564025066,8.31319751992914,7.585788821732034,6.008813185442595,86.0,3.9318256327243257,4.189654742026425,5.820082930352362,4.30406509320417
33.0,76,0.6166793854955499,8.31319751992914,7.555905093611346,5.981414211254481,61.0,3.970291913552122,3.9318256327243257,5.71042701737487,4.343805421853684
36.0,81,1.4926010991292458,8.31319751992914,7.610357618312838,6.028278520230698,83.0,4.1588830833596715,4.248495242049359,5.940171252720432,4.330733340286331
33.0,73,0.09112635731533239,8.31319751992914,7.602401335665818,6.028278520230698,61.0,4.04305126783455,4.127134385045092,5.857933154483459,4.330733340286331
34.0,77,0.791863728222289,8.31319751992914,7.486613313139955,5.886104031450156,61.0,3.8501476017100584,4.343805421853684,5.730099782973574,4.382026634673881
34.0,86,2.3685228127629414,8.31319751992914,7.651595573857601,6.066108090103747,61.0,4.0943445622221,4.0943445622221,5.7430031878094825,4.499809670330265
36.0,63,-1.6607170699520593,8.31319751992914,7.387090235656757,5.802118375377063,61.0,4.204692619390966,4.418840607796598,5.857933154483459,4.143134726391533
35.0,72,-0.08405798541140677,8.31319751992914,7.356279876550748,5.762051382780177,61.0,3.4965075614664802,4.51085950651685,5.68697535633982,4.143134726391533
33.0,66,-1.1351640417718418,8.31319751992914,7.484368643286131,5.924255797414532,61.0,4.07753744390572,4.454347296253507,5.84354441703136,4.23410650459726
37.0,79,1.1422324136757673,8.31319751992914,7.478734825567875,5.902633333401366,61.0,3.970291913552122,4.276666119016055,5.834810737062605,4.30406509320417
38.0,64,-1.48553272722532,8.31319751992914,6.97914527506881,5.860786223465865,48.0,3.295836866004329,3.9889840465642745,5.288267030694535,4.07753744390572
36.0,68,-0.7847953563183634,8.31319751992914,7.0431599159883405,5.905361848054571,61.0,3.2188758248682006,3.784189633918261,5.135798437050262,4.143134726391533
35.0,76,0.6166793854955499,8.31319751992914,7.577633832602728,6.023447592961033,61.0,4.007333185232471,4.343805421853684,5.872117789475416,4.330733340286331
30.0,78,0.9670480709490282,8.31319751992914,7.652545692693921,6.07993319509559,61.0,4.219507705176107,4.290459441148391,5.883322388488279,4.406719247264253
34.0,72,-0.08405798541140677,8.31319751992914,7.622174594817622,6.042632833682381,61.0,4.204692619390966,4.406719247264253,5.932245187448011,4.330733340286331
33.0,74,0.2663107000420716,8.31319751992914,7.428333194190806,5.8944028342648505,61.0,3.9512437185814275,4.330733340286331,5.75890177387728,4.248495242049359
35.0,83,1.842969784582724,8.31319751992914,7.52456122628536,5.966146739123692,61.0,3.9889840465642745,4.430816798843313,5.783825182329737,4.394449154672439
36.0,66,-1.1351640417718418,8.31319751992914,7.2868764117507,5.68697535633982,61.0,3.4011973816621555,4.31748811353631,5.5053315359323625,3.912023005428146
36.0,76,0.6166793854955499,8.31319751992914,7.406103381237015,5.823045895483019,82.0,3.912023005428146,4.418840607796598,5.726847747587197,4.290459441148391
36.0,61,-2.0110857554055377,8.31319751992914,7.418180822726788,5.805134968916488,66.0,3.6888794541139363,4.174387269895637,5.616771097666572,4.143134726391533
36.0,81,1.4926010991292458,8.31319751992914,7.675081857716334,6.075346031088684,84.0,4.219507705176107,4.31748811353631,5.955837369464831,4.442651256490317
36.0,69,-0.6096110135916243,8.31319751992914,7.069023426578259,5.942799375126701,64.0,3.367295829986474,4.248495242049359,5.365976015021851,4.30406509320417
38.0,68,-0.7847953563183634,8.31319751992914,7.410347097821024,5.811140992976701,61.0,3.4339872044851463,4.248495242049359,5.680172609017068,4.276666119016055
35.0,75,0.44149504276881074,8.31319751992914,7.621195162809845,6.056784013228625,84.0,4.418840607796598,4.31748811353631,5.950642552587727,4.343805421853684
40.0,71,-0.25924232813814596,8.31319751992914,7.107425474110705,5.988961416889864,54.0,3.258096538021482,4.30406509320417,5.472270673671475,4.189654742026425
35.0,78,0.9670480709490282,8.31319751992914,7.362010551259734,5.805134968916488,61.0,4.007333185232471,4.543294782270004,5.733341276897746,4.31748811353631
39.0,73,0.09112635731533239,8.31319751992914,7.01211529430638,5.955837369464831,56.0,3.258096538021482,4.143134726391533,5.327876168789581,4.110873864173311
34.0,72,-0.08405798541140677,8.31319751992914,7.340835554123275,5.749392985908253,63.0,3.4965075614664802,4.430816798843313,5.697093486505405,4.143134726391533
36.0,58,-2.536638783585755,8.31319751992914,7.31455283232408,5.805134968916488,56.0,4.31748811353631,4.418840607796598,5.793013608384144,4.07753744390572
40.0,74,0.2663107000420716,8.31319751992914,7.350516171833998,5.733341276897746,61.0,3.258096538021482,3.7612001156935624,5.337538079701318,4.382026634673881
34.0,67,-0.9599796990451026,8.31319751992914,7.461640392208575,5.863631175598097,61.0,4.07753744390572,4.394449154672439,5.8998973535824915,4.174387269895637
32.0,74,0.2663107000420716,8.31319751992914,7.534228326274089,5.953243334287785,61.0,4.356708826689592,4.276666119016055,5.926926025970411,4.31748811353631
39.0,73,0.09112635731533239,8.31319751992914,7.37650812632622,5.786897381366708,75.0,3.7376696182833684,4.343805421853684,5.730099782973574,4.276666119016055
35.0,80,1.3174167564025066,8.31319751992914,7.636752112435779,6.07073772800249,81.0,3.9889840465642745,4.499809670330265,5.916202062607435,4.356708826689592
36.0,74,0.2663107000420716,8.31319751992914,7.553286605600419,5.950642552587727,82.0,3.912023005428146,4.174387269895637,5.820082930352362,4.30406509320417
36.0,79,1.1422324136757673,8.31319751992914,7.564238475170491,5.981414211254481,82.0,4.04305126783455,4.07753744390572,5.814130531825066,4.290459441148391
34.0,76,0.6166793854955499,8.31319751992914,7.545389749611823,5.963579343618446,82.0,4.110873864173311,3.9889840465642745,5.786897381366708,4.2626798770413155
35.0,92,3.4196288691233767,8.31319751992914,7.7057128238944275,6.139884552226255,95.0,4.430816798843313,4.356708826689592,6.095824562432225,4.553876891600541
32.0,77,0.791863728222289,8.31319751992914,7.589335823170617,6.0014148779611505,61.0,4.2626798770413155,4.290459441148391,5.91350300563827,4.3694478524670215
35.0,79,1.1422324136757673,8.31319751992914,7.585788821732034,5.986452005284438,88.0,4.07753744390572,4.1588830833596715,5.814130531825066,4.406719247264253
40.0,75,0.44149504276881074,8.31319751992914,7.379008127628304,6.042632833682381,61.0,3.4657359027997265,4.276666119016055,5.5254529391317835,4.31748811353631
38.0,56,-2.8870074690392333,8.31319751992914,7.333676395657684,5.662960480135946,56.0,3.4657359027997265,3.5263605246161616,5.560681631015528,4.04305126783455
38.0,76,0.6166793854955499,8.31319751992914,7.340186835320115,5.752572638825633,61.0,3.5263605246161616,4.51085950651685,5.7745515455444085,4.330733340286331
35.0,79,1.1422324136757673,8.31319751992914,7.541683099882111,5.929589143389895,61.0,3.8918202981106265,4.204692619390966,5.799092654460526,4.30406509320417
34.0,64,-1.48553272722532,8.31319751992914,7.488293515159428,5.908082938168931,61.0,4.060443010546419,4.060443010546419,5.703782474656201,4.189654742026425
37.0,74,0.2663107000420716,8.31319751992914,7.352441100243583,5.765191102784844,61.0,3.332204510175204,4.442651256490317,5.638354669333745,4.204692619390966
33.0,67,-0.9599796990451026,8.31319751992914,7.546974117516527,5.937536205082426,68.0,4.007333185232471,4.127134385045092,5.817111159963204,4.23410650459726
38.0,73,0.09112635731533239,8.31319751992914,7.4815557019095165,5.857933154483459,84.0,3.4657359027997265,3.912023005428146,5.521460917862246,4.248495242049359
39.0,74,0.2663107000420716,8.31319751992914,7.318539548567902,5.713732805509369,61.0,3.5263605246161616,4.430816798843313,5.648974238161206,4.219507705176107
35.0,74,0.2663107000420716,8.31319751992914,7.3987862754199485,5.831882477283517,61.0,3.9889840465642745,4.430816798843313,5.707110264748875,4.418840607796598
40.0,74,0.2663107000420716,8.31319751992914,7.496652438168283,5.8805329864007,87.0,3.5263605246161616,4.343805421853684,5.768320995793772,4.356708826689592
38.0,73,0.09112635731533239,8.31319751992914,7.374629015218945,5.796057750765372,76.0,3.4011973816621555,4.382026634673881,5.631211781821365,4.343805421853684
36.0,69,-0.6096110135916243,8.31319751992914,7.562681246721884,5.963579343618446,61.0,3.784189633918261,4.174387269895637,5.755742213586912,4.276666119016055
38.0,73,0.09112635731533239,8.31319751992914,7.469654172932128,5.855071922202427,81.0,3.8066624897703196,4.30406509320417,5.8289456176102075,4.0943445622221
37.0,77,0.791863728222289,8.31319751992914,7.425953657077541,5.902633333401366,61.0,4.204692619390966,4.454347296253507,5.662960480135946,4.2626798770413155
34.0,78,0.9670480709490282,8.31319751992914,7.536363938404511,5.932245187448011,61.0,3.713572066704308,4.276666119016055,5.749392985908253,4.248495242049359
40.0,74,0.2663107000420716,8.31319751992914,7.614805364711073,6.040254711277414,61.0,4.060443010546419,4.060443010546419,5.746203190540153,4.2626798770413155
38.0,54,-3.2373761544927118,8.31319751992914,7.254177846456518,5.662960480135946,67.0,3.4657359027997265,4.07753744390572,5.44673737166631,3.58351893845611
34.0,80,1.3174167564025066,8.31319751992914,7.526178913346146,5.937536205082426,61.0,3.9512437185814275,4.2626798770413155,5.84354441703136,4.248495242049359
35.0,68,-0.7847953563183634,8.31319751992914,7.369600720526409,5.811140992976701,61.0,4.174387269895637,4.23410650459726,5.616771097666572,4.204692619390966
38.0,81,1.4926010991292458,8.31319751992914,7.578656850594762,5.993961427306569,80.0,4.127134385045092,4.454347296253507,5.961005339623274,4.382026634673881
34.0,77,0.791863728222289,8.31319751992914,7.60339933974067,5.981414211254481,75.0,4.127134385045092,4.356708826689592,5.926926025970411,4.330733340286331
37.0,70,-0.4344266708648851,8.31319751992914,7.53955882930103,5.963579343618446,75.0,4.127134385045092,4.189654742026425,5.752572638825633,4.248495242049359
36.0,63,-1.6607170699520593,8.31319751992914,7.3864708488298945,5.808142489980444,61.0,3.7376696182833684,3.7376696182833684,5.53338948872752,4.290459441148391
34.0,72,-0.08405798541140677,8.31319751992914,7.51425465281641,5.942799375126701,76.0,4.248495242049359,4.127134385045092,5.8522024797744745,4.219507705176107
32.0,74,0.2663107000420716,8.31319751992914,7.4318919168078,5.924255797414532,61.0,4.204692619390966,4.418840607796598,5.752572638825633,4.219507705176107
38.0,68,-0.7847953563183634,8.31319751992914,7.474204806496124,5.863631175598097,70.0,4.060443010546419,4.23410650459726,5.762051382780177,4.174387269895637
37.0,68,-0.7847953563183634,8.31319751992914,7.529943370601589,5.968707559985366,73.0,4.248495242049359,4.07753744390572,5.777652323222656,4.248495242049359
32.0,78,0.9670480709490282,8.31319751992914,7.56164174558878,6.0112671744041615,61.0,4.454347296253507,4.07753744390572,5.7745515455444085,4.406719247264253
34.0,68,-0.7847953563183634,8.31319751992914,7.4645098346365275,5.886104031450156,61.0,3.4011973816621555,4.290459441148391,5.6937321388027,4.127134385045092
32.0,69,-0.6096110135916243,8.31319751992914,7.502738210754851,5.926926025970411,61.0,4.02535169073515,4.0943445622221,5.793013608384144,4.143134726391533
35.0,73,0.09112635731533239,8.31319751992914,7.381501894506707,5.863631175598097,61.0,4.110873864173311,4.394449154672439,5.739792912179234,4.189654742026425
35.0,64,-1.48553272722532,8.31319751992914,7.372118028337787,5.777652323222656,71.0,4.0943445622221,4.477336814478207,5.846438775057725,4.290459441148391
38.0,83,1.842969784582724,8.31319751992914,7.59890045687141,6.008813185442595,90.0,3.9889840465642745,4.465908118654584,5.955837369464831,4.406719247264253
33.0,77,0.791863728222289,8.31319751992914,7.502738210754851,5.976350909297934,61.0,3.912023005428146,4.406719247264253,5.849324779946859,4.127134385045092
36.0,68,-0.7847953563183634,8.31319751992914,7.533693709848633,5.916202062607435,79.0,3.8066624897703196,4.204692619390966,5.755742213586912,4.23410650459726
34.0,67,-0.9599796990451026,8.31319751992914,7.473069088032197,5.916202062607435,61.0,4.219507705176107,4.30406509320417,5.802118375377063,4.0943445622221
33.0,66,-1.1351640417718418,8.31319751992914,7.4645098346365275,5.872117789475416,74.0,4.060443010546419,4.1588830833596715,5.765191102784844,4.219507705176107
33.0,78,0.9670480709490282,8.31319751992914,7.628517626575055,6.0112671744041615,61.0,4.174387269895637,4.143134726391533,5.834810737062605,4.276666119016055
38.0,80,1.3174167564025066,8.31319751992914,7.580189417944541,6.021023349349527,81.0,3.9318256327243257,4.1588830833596715,5.717027701406222,4.418840607796598
34.0,82,1.667785441855985,8.31319751992914,7.6251071482389,6.0014148779611505,83.0,4.127134385045092,4.23410650459726,5.8522024797744745,4.394449154672439
35.0,74,0.2663107000420716,8.31319751992914,7.470793774195062,5.908082938168931,71.0,3.9512437185814275,4.07753744390572,5.6937321388027,4.204692619390966
36.0,66,-1.1351640417718418,8.31319751992914,7.234177179749849,5.659482215759621,62.0,3.4657359027997265,4.382026634673881,5.58724865840025,4.0943445622221
35.0,67,-0.9599796990451026,8.31319751992914,7.450079569807499,5.802118375377063,66.0,3.295836866004329,3.8501476017100584,5.493061443340548,4.127134385045092
37.0,75,0.44149504276881074,8.31319751992914,7.307202314764738,5.749392985908253,69.0,3.5263605246161616,4.394449154672439,5.71042701737487,4.219507705176107
37.0,69,-0.6096110135916243,8.31319751992914,7.534762657037537,5.940171252720432,69.0,4.007333185232471,4.204692619390966,5.793013608384144,4.204692619390966
34.0,64,-1.48553272722532,8.31319751992914,7.528869256642251,5.955837369464831,61.0,4.204692619390966,4.189654742026425,5.823045895483019,4.204692619390966
34.0,81,1.4926010991292458,8.31319751992914,7.562161631225652,5.978885764901122,61.0,4.276666119016055,4.189654742026425,5.8522024797744745,4.442651256490317
33.0,74,0.2663107000420716,8.31319751992914,7.563200592358071,6.003887067106539,84.0,4.219507705176107,4.382026634673881,5.953243334287785,4.060443010546419
29.0,75,0.44149504276881074,8.31319751992914,7.5352967024440884,5.978885764901122,61.0,4.2626798770413155,4.1588830833596715,5.84354441703136,4.30406509320417
35.0,68,-0.7847953563183634,8.31319751992914,7.302496423727326,5.723585101952381,55.0,3.5263605246161616,4.477336814478207,5.541263545158426,4.1588830833596715
36.0,72,-0.08405798541140677,8.31319751992914,7.544861068658458,5.963579343618446,77.0,4.219507705176107,4.394449154672439,5.932245187448011,4.290459441148391
33.0,71,-0.25924232813814596,8.31319751992914,7.278628942320682,5.746203190540153,69.0,3.4657359027997265,4.543294782270004,5.537334267018537,4.174387269895637
37.0,75,0.44149504276881074,8.31319751992914,7.357556200910353,5.75890177387728,73.0,3.5263605246161616,4.219507705176107,5.598421958998375,4.1588830833596715
34.0,72,-0.08405798541140677,8.31319751992914,7.288927694521257,5.7430031878094825,61.0,4.23410650459726,4.454347296253507,5.655991810819852,4.276666119016055
37.0,68,-0.7847953563183634,8.31319751992914,7.488852955733459,5.869296913133774,74.0,3.8918202981106265,4.1588830833596715,5.762051382780177,4.290459441148391
35.0,60,-2.186270098132277,8.31319751992914,7.301147805856032,5.6937321388027,61.0,3.970291913552122,4.30406509320417,5.703782474656201,4.1588830833596715
37.0,75,0.44149504276881074,8.31319751992914,7.160845906664299,6.030685260261263,58.0,3.295836866004329,4.110873864173311,5.4510384535657,4.248495242049359
36.0,73,0.09112635731533239,8.31319751992914,7.43543801981455,5.8522024797744745,61.0,3.9889840465642745,4.330733340286331,5.645446897643238,3.9318256327243257
37.0,80,1.3174167564025066,8.31319751992914,7.141245122350491,6.042632833682381,68.0,3.5553480614894135,4.276666119016055,5.3612921657094255,4.31748811353631
38.0,71,-0.25924232813814596,8.31319751992914,7.462789157412448,5.857933154483459,72.0,3.5263605246161616,4.356708826689592,5.762051382780177,4.219507705176107
36.0,81,1.4926010991292458,8.31319751992914,7.057036981697891,6.054439346269371,63.0,3.4657359027997265,4.143134726391533,5.176149732573829,4.31748811353631
38.0,74,0.2663107000420716,8.31319751992914,7.1569563646156364,5.991464547107982,68.0,3.4011973816621555,4.2626798770413155,5.472270673671475,4.248495242049359
33.0,74,0.2663107000420716,8.31319751992914,7.4815557019095165,5.940171252720432,61.0,4.204692619390966,4.406719247264253,5.910796644040527,4.31748811353631
33.0,73,0.09112635731533239,8.31319751992914,7.527793987721444,5.940171252720432,72.0,4.219507705176107,4.007333185232471,5.7899601708972535,4.248495242049359
34.0,70,-0.4344266708648851,8.31319751992914,7.4073177104694174,5.805134968916488,76.0,3.828641396489095,4.454347296253507,5.82600010738045,4.248495242049359
35.0,78,0.9670480709490282,8.31319751992914,7.569927655242652,5.991464547107982,61.0,4.0943445622221,4.30406509320417,5.926926025970411,4.290459441148391
39.0,70,-0.4344266708648851,8.31319751992914,7.370230641807081,5.817111159963204,80.0,4.189654742026425,4.2626798770413155,5.655991810819852,4.0943445622221
29.0,78,0.9670480709490282,8.31319751992914,7.641564441260972,6.056784013228625,61.0,4.219507705176107,4.23410650459726,5.902633333401366,4.31748811353631
34.0,77,0.791863728222289,8.31319751992914,7.524021415206125,5.973809611869261,69.0,3.9889840465642745,4.356708826689592,5.886104031450156,4.290459441148391
34.0,80,1.3174167564025066,8.31319751992914,7.572502985020384,5.966146739123692,78.0,4.110873864173311,4.418840607796598,5.918893854273146,4.30406509320417
37.0,73,0.09112635731533239,8.31319751992914,6.9985096422506015,5.955837369464831,59.0,3.332204510175204,4.248495242049359,5.393627546352362,4.189654742026425
37.0,70,-0.4344266708648851,8.31319751992914,7.48324441607385,5.905361848054571,82.0,4.248495242049359,4.418840607796598,5.857933154483459,4.143134726391533
35.0,65,-1.310348384498581,8.31319751992914,7.469083884921234,5.857933154483459,60.0,4.060443010546419,4.1588830833596715,5.7430031878094825,4.204692619390966
33.0,67,-0.9599796990451026,8.31319751992914,7.255591274253665,5.69035945432406,63.0,4.143134726391533,4.442651256490317,5.680172609017068,4.1588830833596715
